crid://crid_1_10	tv_channel	sort_title_asc	チャンネル１１	チャンネル１１あああああああああああ					0	4														2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01																																																		
crid://crid_1_11	tv_channel	sort_title_asc	チャンネル１２	チャンネル１２あああああああああああ					0	4														2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01																																																		
crid://crid_4_6	channel_package	sort_title_asc	チャンネルパック１０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０	チャンネルパック１あああああああああああああああ					0	4														2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01																																																		
crid://crid_4_7	channel_package	sort_title_asc	チャンネルパック２	チャンネルパック２あああああああああああああああ					0	18														2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01																																																		
crid://crid_4_8	channel_package	sort_title_asc	チャンネルパック３	チャンネルパック３ああああああああああああああああああああ					0	4														2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01																																																		
crid://crid_4_9	channel_package	sort_title_asc	チャンネルパック４	チャンネルパック４アアアアアアアアああああああああああああああああああああ					0	15														2008-01-10-01-01-01	2008-01-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01							2008-01-11-02-01-01	2008-01-11-01-01-01																																																		
crid://crid_4_10	channel_package	sort_title_asc	チャンネルパック１	チャンネルパック１の詳細ああああああああああああ					0	0														2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01			2008-01-16-01-01-01	2009-03-11-01-01-01																																																						
crid://crid_0	announcement	sort_title_asc	新着情報１	新着情報１ああああああああああああああああ	thumb/thumb_anno_l_0.jpg	thumb/thumb_anno_m_0.jpg	thumb/thumb_anno_s_0.jpg		0	0	copyright@aaa1	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01													0	1	1																																								
crid://crid_1	announcement	sort_title_asc	新着情報２	新着情報２ああああああああああああああああ	thumb/thumb_anno_l_1.jpg	thumb/thumb_anno_m_1.jpg	thumb/thumb_anno_s_1.jpg		1	0	copyright@aaa4	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01													0	0	1																																								
crid://crid_2	announcement	sort_title_asc	新着情報３	新着情報３ああああああああああああああああ	thumb/thumb_anno_l_2.jpg	thumb/thumb_anno_m_2.jpg	thumb/thumb_anno_s_2.jpg		0	0	copyright@aaa5	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01													0	1	1																																								
crid://crid_3	announcement	sort_title_asc	新着情報４	新着情報４ああああああああああああああああ	thumb/thumb_anno_l_3.jpg	thumb/thumb_anno_m_3.jpg	thumb/thumb_anno_s_3.jpg		1	0	copyright@aaa8	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01													0	0	1																																								
crid://crid_4	announcement	sort_title_asc	新着情報５	新着情報５ああああああああああああああああ	thumb/thumb_anno_l_4.jpg	thumb/thumb_anno_m_4.jpg	thumb/thumb_anno_s_4.jpg		0	0	copyright@aaa9	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01													0	1	1																																								
crid://crid_20	announcement	sort_title_asc	新着情報６	新着情報６ああああああああああああああああ	thumb/thumb_anno_l_0.jpg	thumb/thumb_anno_m_0.jpg	thumb/thumb_anno_s_0.jpg		0	0	copyright@aaa1	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01													0	1	1																																								
crid://crid_21	announcement	sort_title_asc	新着情報７	新着情報７ああああああああああああああああ	thumb/thumb_anno_l_1.jpg	thumb/thumb_anno_m_1.jpg	thumb/thumb_anno_s_1.jpg		1	0	copyright@aaa4	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01													0	0	1																																								
crid://crid_22	announcement	sort_title_asc	新着情報８	新着情報８ああああああああああああああああ	thumb/thumb_anno_l_2.jpg	thumb/thumb_anno_m_2.jpg	thumb/thumb_anno_s_2.jpg		0	0	copyright@aaa5	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01													0	1	1																																								
crid://crid_23	announcement	sort_title_asc	新着情報９	新着情報９ああああああああああああああああ	thumb/thumb_anno_l_3.jpg	thumb/thumb_anno_m_3.jpg	thumb/thumb_anno_s_3.jpg		1	0	copyright@aaa8	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01													0	0	1																																								
crid://crid_24	announcement	sort_title_asc	新着情報１０	新着情報５ああああああああああああああああ	thumb/thumb_anno_l_4.jpg	thumb/thumb_anno_m_4.jpg	thumb/thumb_anno_s_4.jpg		0	0	copyright@aaa9	COPYRIGHT_TR												2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01													0	1	1																																								
crid://crid_4_6	channel_package	sort_title_asc	チャンネルパック１０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０	チャンネルパック１あああああああああああああああ					0	4	copyright@aaa1		0	1	1	2					3		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01		0																																																
crid://crid_4_7	channel_package	sort_title_asc	チャンネルパック２	チャンネルパック２あああああああああああああああ					0	18	copyright@aaa4		0	1	1	2					3		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01		1																																																
crid://crid_4_8	channel_package	sort_title_asc	チャンネルパック３	チャンネルパック３ああああああああああああああああああああ					0	4	copyright@aaa7		0	1	0	2					3		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01		1																																																
crid://crid_4_9	channel_package	sort_title_asc	チャンネルパック４	チャンネルパック４アアアアアアアアああああああああああああああああああああ					0	15	copyright@aaa10		0	1	0	2					3		1	2008-01-10-01-01-01	2008-01-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01							2008-01-11-02-01-01	2008-01-11-01-01-01		1																																																
crid://crid_4_10	channel_package	sort_title_asc	チャンネルパック１	チャンネルパック１の詳細ああああああああああああ					0	0	copyright@aaa1		0	1	1	0	1	1	1	0	1	0	1	2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01			2008-01-16-01-01-01	2009-03-11-01-01-01																																																						
crid://crid_4_11	channel_svod	sort_title_asc	チャンネルSVOD１	チャンネルSVOD１の詳細ああああああああああああ					1	4	copyright@aaa4		1	0	1	3	1	1	1	1	4	0	1	2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01			2008-01-16-01-01-01	2009-03-11-01-01-01																																																						
crid://crid_4_12	channel_package	sort_title_asc	チャンネルパック２	チャンネルパック２の詳細ああああああああああああ					0	12	copyright@aaa5		0	1	1	0	0	0	1	1	1	1	1	2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01			2008-01-16-01-01-01	2009-03-11-01-01-01																																																						
crid://crid_4_13	channel_svod	sort_title_asc	チャンネルSVOD２	チャンネルSVOD２の詳細ああああああああああああ					1	20	copyright@aaa8		1	0	1	3	0	1	1	0	4	0	1	2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01			2008-01-16-01-01-01	2009-03-11-01-01-01																																																						
crid://crid_4_14	channel_package	sort_title_asc	チャンネルパック３	チャンネルパック３の詳細ああああああああああああ					0	20	copyright@aaa9		0	1	1	0	1	1	1	0	1	0	1	2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01			2008-01-16-01-01-01	2009-03-11-01-01-01																																																						
crid://crid_4_15	channel_svod	sort_title_asc	チャンネルSVOD３	チャンネルSVOD３の詳細ああああああああああああ					1	4	copyright@aaa12		1	0	0	3	0	0	1	1	4	0	1	2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01			2008-01-16-01-01-01	2009-03-11-01-01-01																																																						
crid://crid_4_16	channel_package	sort_title_asc	チャンネルパック４	チャンネルパック４の詳細ああああああああああああ					0	12	copyright@aaa13		0	1	0	0	0	0	1	1	1	0	1	2008-01-10-01-01-01	2009-03-11-01-01-01	2008-01-12-01-01-01	2009-03-11-01-01-01			2008-01-16-01-01-01	2009-03-11-01-01-01																																																						
crid://crid_4_17	channel_svod	sort_title_asc	チャンネルSVOD４	チャンネルSVOD４の詳細ああああああああああああ					1	18	copyright@aaa16		1	0	0	3	1	1	1	1	4	0	1	2008-01-10-01-01-01	2008-01-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01			2008-01-16-01-01-01	2008-01-11-01-01-01																																																						
crid://crid_1_0	tv_channel	sort_title_asc	チャンネル１７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０	チャンネル１ああああああああああああ					1	4	copyright@aaa0		1	1	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	290	1	1234567890ABCDEF																																															
crid://crid_1_1	tv_channel	sort_title_asc	チャンネル２	チャンネル２アアアアああああああああああああああああ					1	15	copyright@aaa3		1	1	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	291	1	1234567890ABCDEF																																															
crid://crid_1_2	tv_channel	sort_title_asc	チャンネル３	チャンネル３ああああああああああああああああああああ					1	4	copyright@aaa6		1	0	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	301	1	1234567890ABCDEF																																															
crid://crid_1_3	tv_channel	sort_title_asc	チャンネル４	チャンネル４アアあああああああああああああああああああああああああ					1	12	copyright@aaa9		1	0	0	1					2		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	302	1	1234567890ABCDEF																																															
crid://crid_1_4	tv_channel	sort_title_asc	チャンネル５	チャンネル５あああああああああああ					1	4	copyright@aaa12		1	1	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	303	1	1234567890ABCDEF																																															
crid://crid_1_5	tv_channel	sort_title_asc	チャンネル６	チャンネル６あああああああああああ					1	4	copyright@aaa13		0	1	1	2					3		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	310	0	1234567890ABCDEF																																															
crid://crid_1_6	tv_channel	sort_title_asc	チャンネル７	チャンネル７あああああああああああ					1	4	copyright@aaa14		1	0	1	3					4		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-01-01-01	2012-08-31-01-01-01	311	0	1234567890ABCDEF																																															
crid://crid_1_7	tv_channel	sort_title_asc	チャンネル８	チャンネル８あああああああああああ					1	15	copyright@aaa15		1	1	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	312	1	1234567890ABCDEF																																															
crid://crid_1_8	tv_channel	sort_title_asc	チャンネル９	チャンネル９あああああああああああ					0	18	copyright@aaa16		0	1	1	2					3		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	410	1	1234567890ABCDEF																																															
crid://crid_1_9	tv_channel	sort_title_asc	チャンネル１０	チャンネル１０あああああああああああ					0	20	copyright@aaa17		1	0	1	3					4		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01							2008-01-11-02-01-01	2008-01-11-01-01-01	411	0	1234567890ABCDEF																																															
crid://crid_1_10	tv_channel	sort_title_asc	チャンネル１１	チャンネル１１あああああああああああ					0	4	copyright@aaa18		1	0	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	412	1	1234567890ABCDEF																																															
crid://crid_1_11	tv_channel	sort_title_asc	チャンネル１２	チャンネル１２あああああああああああ					0	4	copyright@aaa19		0	1	0	2					3		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	420	1	1234567890ABCDEF																																															
crid://crid_1_12	tv_channel	sort_title_asc	チャンネル１３	チャンネル１３あああああああああああ					1	4	copyright@aaa20		1	0	0	3					4		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	431	0	1234567890ABCDEF																																															
crid://crid_1_13	tv_channel	sort_title_asc	チャンネル１４	チャンネル１４あああああああああああ					1	4	copyright@aaa21		1	0	0	1					2		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	432	1	1234567890ABCDEF																																															
crid://crid_1_14	tv_channel	sort_title_asc	チャンネル１５	チャンネル１５あああああああああああ					1	4	copyright@aaa22		0	1	0	2					3		1	2008-01-10-01-01-01	2008-01-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01							2008-01-11-02-01-01	2008-01-11-01-01-01	433	1	1234567890ABCDEF																																															
crid://crid_1_15	tv_channel	sort_title_asc	チャンネル１６	チャンネル１６あああああああああああ					1	4	copyright@aaa23		1	0	0	3					4		0	2008-01-10-01-01-01	2008-01-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01							2008-01-11-02-01-01	2008-01-11-01-01-01	510	0	1234567890ABCDEF																																															
crid://crid_1_16	tv_channel	sort_title_asc	チャンネル１７	チャンネル１７あああああああああああ					0	15	copyright@aaa24		1	1	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	511	1	1234567890ABCDEF																																															
crid://crid_1_17	tv_channel	sort_title_asc	チャンネル１８	チャンネル１８あああああああああああ					0	18	copyright@aaa25		0	1	1	2					3		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	512	0	1234567890ABCDEF																																															
crid://crid_1_18	tv_channel	sort_title_asc	チャンネル１９	チャンネル１９あああああああああああ					0	20	copyright@aaa26		1	0	1	3					4		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-01-01-01	2012-08-31-01-01-01	513	0	1234567890ABCDEF																																															
crid://crid_1_19	tv_channel	sort_title_asc	チャンネル２０	チャンネル２０あああああああああああ					0	4	copyright@aaa27		1	1	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	514	1	1234567890ABCDEF																																															
crid://crid_1_20	tv_channel	sort_title_asc	チャンネル２１	チャンネル２１あああああああああああ					1	4	copyright@aaa28		0	1	1	2					3		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	516	1	1234567890ABCDEF																																															
crid://crid_1_21	tv_channel	sort_title_asc	チャンネル２２	チャンネル２２あああああああああああ					1	4	copyright@aaa29		1	0	1	3					4		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01							2008-01-11-02-01-01	2008-01-11-01-01-01	517	0	1234567890ABCDEF																																															
crid://crid_1_22	tv_channel	sort_title_asc	チャンネル２３	チャンネル２３あああああああああああ					1	4	copyright@aaa30		1	0	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	520	1	1234567890ABCDEF																																															
crid://crid_1_23	tv_channel	sort_title_asc	チャンネル２４	チャンネル２４あああああああああああ					1	4	copyright@aaa31		0	1	0	2					3		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	521	1	1234567890ABCDEF																																															
crid://crid_1_24	tv_channel	sort_title_asc	チャンネル２５	チャンネル２５あああああああああああ					1	4	copyright@aaa32		1	0	0	3					4		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	522	0	1234567890ABCDEF																																															
crid://crid_1_25	tv_channel	sort_title_asc	チャンネル２６	チャンネル２６あああああああああああ					1	15	copyright@aaa33		1	0	0	1					2		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	523	1	1234567890ABCDEF																																															
crid://crid_1_26	tv_channel	sort_title_asc	チャンネル２７	チャンネル２７あああああああああああ					1	4	copyright@aaa34		0	1	0	2					3		1	2008-01-10-01-01-01	2008-01-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01							2008-01-11-02-01-01	2008-01-11-01-01-01	530	1	1234567890ABCDEF																																															
crid://crid_1_27	tv_channel	sort_title_asc	チャンネル２８	チャンネル２８あああああああああああ					1	4	copyright@aaa35		1	0	0	3					4		0	2008-01-10-01-01-01	2008-01-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01							2008-01-11-02-01-01	2008-01-11-01-01-01	531	0	1234567890ABCDEF																																															
crid://crid_1_28	tv_channel	sort_title_asc	チャンネル２９	チャンネル２９あああああああああああ					0	4	copyright@aaa36		1	1	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	532	1	1234567890ABCDEF																																															
crid://crid_1_29	tv_channel	sort_title_asc	チャンネル３０	チャンネル３０あああああああああああ					0	15	copyright@aaa37		0	1	1	2					3		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	540	0	1234567890ABCDEF																																															
