crid://crid_1_10	tv_channel	sort_title_asc	チャンネル１１	チャンネル１１あああああああああああ		thumb/412_m.jpg			0	4	copyright@aaa18		1	0	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	412	1	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_11	tv_channel	sort_title_asc	チャンネル１２	チャンネル１２あああああああああああ		thumb/420_m.jpg			0	4	copyright@aaa19		0	1	0	2					3		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	420	1	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_12	tv_channel	sort_title_asc	チャンネル１３	チャンネル１３あああああああああああ		thumb/431_m.jpg			1	4	copyright@aaa20		1	0	0	3					4		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	431	0	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_13	tv_channel	sort_title_asc	チャンネル１４	チャンネル１４あああああああああああ		thumb/432_m.jpg			1	4	copyright@aaa21		1	0	0	1					2		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	432	1	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_14	tv_channel	sort_title_asc	チャンネル１５	チャンネル１５あああああああああああ		thumb/433_m.jpg			1	4	copyright@aaa22		0	1	0	2					3		1	2008-01-10-01-01-01	2008-01-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01							2008-01-11-02-01-01	2008-01-11-01-01-01	433	1	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_15	tv_channel	sort_title_asc	チャンネル１６	チャンネル１６あああああああああああ		thumb/510_m.jpg			1	4	copyright@aaa23		1	0	0	3					4		0	2008-01-10-01-01-01	2008-01-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01							2008-01-11-02-01-01	2008-01-11-01-01-01	510	0	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_16	tv_channel	sort_title_asc	チャンネル１７	チャンネル１７あああああああああああ		thumb/511_m.jpg			0	15	copyright@aaa24		1	1	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	511	1	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_17	tv_channel	sort_title_asc	チャンネル１８	チャンネル１８あああああああああああ		thumb/512_m.jpg			0	18	copyright@aaa25		0	1	1	2					3		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	512	0	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_18	tv_channel	sort_title_asc	チャンネル１９	チャンネル１９あああああああああああ		thumb/513_m.jpg			0	20	copyright@aaa26		1	0	1	3					4		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-01-01-01	2012-08-31-01-01-01	513	0	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_19	tv_channel	sort_title_asc	チャンネル２０	チャンネル２０あああああああああああ		thumb/514_m.jpg			0	4	copyright@aaa27		1	1	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	514	1	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_20	tv_channel	sort_title_asc	チャンネル２１	チャンネル２１あああああああああああ		thumb/516_m.jpg			1	4	copyright@aaa28		0	1	1	2					3		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	516	1	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_21	tv_channel	sort_title_asc	チャンネル２２	チャンネル２２あああああああああああ		thumb/517_m.jpg			1	4	copyright@aaa29		1	0	1	3					4		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01							2008-01-11-02-01-01	2008-01-11-01-01-01	517	0	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_22	tv_channel	sort_title_asc	チャンネル２３	チャンネル２３あああああああああああ		thumb/520_m.jpg			1	4	copyright@aaa30		1	0	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	520	1	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_23	tv_channel	sort_title_asc	チャンネル２４	チャンネル２４あああああああああああ		thumb/521_m.jpg			1	4	copyright@aaa31		0	1	0	2					3		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	521	1	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_24	tv_channel	sort_title_asc	チャンネル２５	チャンネル２５あああああああああああ		thumb/522_m.jpg			1	4	copyright@aaa32		1	0	0	3					4		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	522	0	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_25	tv_channel	sort_title_asc	チャンネル２６	チャンネル２６あああああああああああ		thumb/523_m.jpg			1	15	copyright@aaa33		1	0	0	1					2		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	523	1	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_26	tv_channel	sort_title_asc	チャンネル２７	チャンネル２７あああああああああああ		thumb/530_m.jpg			1	4	copyright@aaa34		0	1	0	2					3		1	2008-01-10-01-01-01	2008-01-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01							2008-01-11-02-01-01	2008-01-11-01-01-01	530	1	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_27	tv_channel	sort_title_asc	チャンネル２８	チャンネル２８あああああああああああ		thumb/531_m.jpg			1	4	copyright@aaa35		1	0	0	3					4		0	2008-01-10-01-01-01	2008-01-11-01-01-01	2008-01-12-01-01-01	2008-01-11-01-01-01							2008-01-11-02-01-01	2008-01-11-01-01-01	531	0	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_28	tv_channel	sort_title_asc	チャンネル２９	チャンネル２９あああああああああああ		thumb/532_m.jpg			0	4	copyright@aaa36		1	1	1	1					2		1	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	532	1	1234567890ABCDEF	1234567890ABCDEF																																											
crid://crid_1_29	tv_channel	sort_title_asc	チャンネル３０	チャンネル３０あああああああああああ		thumb/540_m.jpg			0	15	copyright@aaa37		0	1	1	2					3		0	2008-01-10-01-01-01	2012-08-11-01-01-01	2008-01-12-01-01-01	2012-08-11-01-01-01							2008-01-11-02-01-01	2012-08-31-01-01-01	540	0	1234567890ABCDEF	1234567890ABCDEF																																											
